Titel,Jahr,Authoren,ISBN,ISSN,DOI,Journal,Monat,Issue,Nummer,URL,Gruppen,
A Comparative Analysis of Blockchain Architecture and its Applications: Problems and Recommendations,2019,"T Ali Syed, A Alzahrani, S Jan, M Siddiqui, A Nadeem, T Alghamdi",,2169-3536,10.1109/ACCESS.2019.2957660,IEEE Access,,,,,"OK1, NOK2",
Efficient High Performance FPGA based NoSQL Caching System for Blockchain Scalability and Throughput Improvement,2018,"A Sanka, R Cheung",,,10.1109/ICSENG.2018.8638204,,Dec,,,,NOK1,
Revocation Mechanisms for Academic Certificates Stored on a Blockchain,2020,"F Vidal, F Gouveia, C Soares",,2166-0727,10.23919/CISTI49556.2020.9141088,,June,,,,"OK1, OK2, OK3",
Blockchain Studio: A Role-Based Business Workflows Management System,2018,"L Mercenne, K Brousmiche, E Hamida",,,10.1109/IEMCON.2018.8614879,,Nov,,,,NOK1,
Blockchain-based renewable energy exchange management system,2018,"T Górski, J Bednarski, Z Chaczko",,,10.1109/ICSENG.2018.8638165,,Dec,,,,NOK1,
"Developing a Secure, Smart Microgrid Energy Market using Distributed Ledger Technologies",2019,"L Ledwaba, G Hancke, S Isaac, H Venter",,2378-363X,10.1109/INDIN41052.2019.8972018,,July,,,,NOK1,
Blockchain-Based Safety Management System for the Grain Supply Chain,2020,"X Zhang, P Sun, J Xu, X Wang, J Yu, Z Zhao, Y Dong",,2169-3536,10.1109/ACCESS.2020.2975415,IEEE Access,,,,,NOK1,
Analysis of Data Management in Blockchain-Based Systems: From Architecture to Governance,2019,"H Paik, X Xu, H Bandara, S Lee, S Lo",,2169-3536,10.1109/ACCESS.2019.2961404,IEEE Access,,,,,"OK1, NOK2",
To What Extent Will Blockchain Drive the Machine Economy? Perspectives From a Prospective Study,2020,"A Schweizer, P Knoll, N Urbach, H von der Gracht, T Hardjono",,1558-0040,10.1109/TEM.2020.2979286,IEEE Transactions on Engineering Management,Nov,,4,,NOK1,
A Study of Emerging Areas in Adoption of Blockchain Technology and it’s Prospective Challenges in India,2019," Sumaiya, A Bharti",,,10.1109/WITCONECE48374.2019.9092935,,Nov,,,,NOK1,
A Role of Blockchain in IoT and Financial Applications,2019,"U Agrawal, I Koshy, P Churi",,,10.1109/ViTECoN.2019.8899446,,March,,,,NOK1,
Is blockchain a suitable technology for ensuring the integrity of data shared by lighting and other building systems?,2020,"A Vlachokostas, M Poplawski, S Gupta Gourisetti",,,10.1109/RWS50334.2020.9241309,,Oct,,,,NOK1,
Autonomous Resource Request Transaction Framework Based on Blockchain in Social Network,2019,"K Gu, L Wang, W Jia",,2169-3536,10.1109/ACCESS.2019.2908627,IEEE Access,,,,,NOK1,
The Internet of Responsibilities - Connecting Human Responsibilities using Big Data and Blockchain,2019,"X Tang, J Qiu, W Zhang, I Toure, M Zhang, E Messina, X Xie, X Wang, S Yu",,,10.1109/BigData47090.2019.9006521,,Dec,,,,NOK1,
Reducing Automotive Counterfeiting Using Blockchain: Benefits and Challenges,2019,"D Lu, P MorenoSanchez, A Zeryihun, S Bajpayi, S Yin, K Feldman, J Kosofsky, P Mitra, A Kate",,,10.1109/DAPPCON.2019.00015,,April,,,,NOK1,
A Review on Blockchain Technologies for an Advanced and Cyber-Resilient Automotive Industry,2019,"P FragaLamas, T FernándezCaramés",,2169-3536,10.1109/ACCESS.2019.2895302,IEEE Access,,,,,NOK1,
"(Block) Chain Reaction: A Blockchain Revolution Sweeps into Health Care, Offering the Possibility for a Much-Needed Data Solution",2018,L Mertz,,2154-2317,10.1109/MPUL.2018.2814879,IEEE Pulse,May,,3,,"OK1, NOK2",
A Blockchain Application for Medical Information Sharing,2018,"J Chen, X Ma, M Du, Z Wang",,,10.1109/TEMS-ISIE.2018.8478645,,March,,,,"OK1, OK2, OK3",
Data Access Sharing Approach for Trade Documentations Based on Blockchain Technology,2019,"T Chen, Y Yu, Z Duan",,,10.1109/EITCE47263.2019.9095045,,Oct,,,,"OK1, OK2, OK3",
Towards a Blockchain-Based Zero-Knowledge Model for Secure Data Sharing and Access,2019,"H AlAswad, H Hasan, W Elmedany, M Ali, C Balakrishna",,,10.1109/FiCloudW.2019.00027,,Aug,,,,"OK1, OK2, NOK3",
Qualified eID Derivation Into a Distributed Ledger Based IdM System,2018,"A Abraham, K Theuermann, E Kirchengast",,2324-9013,10.1109/TrustCom/BigDataSE.2018.00195,,Aug,,,,NOK1,
Blockchain applications in microgrids an overview of current projects and concepts,2017,"A Goranović, M Meisel, L Fotiadis, S Wilker, A Treytl, T Sauter",,,10.1109/IECON.2017.8217069,,Oct,,,,NOK1,
"An Overview on Blockchain for Smartphones: State-of-the-Art, Consensus, Implementation, Challenges and Future Trends",2020,"A Ometov, Y Bardinova, A Afanasyeva, P Masek, K Zhidanov, S Vanurin, M Sayfullin, V Shubina, M Komarov, S Bezzateev",,2169-3536,10.1109/ACCESS.2020.2998951,IEEE Access,,,,,NOK1,
Enabling Attribute Revocation for Fine-Grained Access Control in Blockchain-IoT Systems,2020,"G Yu, X Zha, X Wang, W Ni, K Yu, P Yu, J Zhang, R Liu, Y Guo",,1558-0040,10.1109/TEM.2020.2966643,IEEE Transactions on Engineering Management,Nov,,4,,NOK1,
Blockchain Applications in Smart Grid–Review and Frameworks,2019,"A Musleh, G Yao, S Muyeen",,2169-3536,10.1109/ACCESS.2019.2920682,IEEE Access,,,,,NOK1,
Blockchain Enabled Industrial Internet of Things Technology,2019,"S Zhao, S Li, Y Yao",,2329-924X,10.1109/TCSS.2019.2924054,IEEE Transactions on Computational Social Systems,Dec,,6,,NOK1,
A typology of blockchain recordkeeping solutions and some reflections on their implications for the future of archival preservation,2017,V Lemieux,,,10.1109/BigData.2017.8258180,,Dec,,,,"OK1, OK2, Structure, NOK3",
Does NATO Need a Blockchain?,2018,"K Wrona, M Jarosz",,2155-7586,10.1109/MILCOM.2018.8599845,,Oct,,,,NOK1,
Characteristics of a Blockchain Ecosystem for Secure and Sharable Electronic Medical Records,2020,"T Stafford, H Treiblmaier",,1558-0040,10.1109/TEM.2020.2973095,IEEE Transactions on Engineering Management,Nov,,4,,NOK1,
"A Review on Application of Blockchain in 5G and Beyond Networks: Taxonomy, Field-Trials, Challenges and Opportunities",2020,"M Tahir, M Habaebi, M Dabbagh, A Mughees, A Ahad, K Ahmed",,2169-3536,10.1109/ACCESS.2020.3003020,IEEE Access,,,,,NOK1,
Fusion of Named Data Networking and Blockchain for Resilient Internet-of-Battlefield-Things,2020,"R Doku, D Rawat, M Garuba, L Njilla",,2331-9860,10.1109/CCNC46108.2020.9045395,,Jan,,,,NOK1,
Ensuring Proof-of-Authenticity of IoT Edge Devices Using Blockchain Technology,2018,"U Guin, P Cui, A Skjellum",,,10.1109/Cybermatics_2018.2018.00193,,July,,,,NOK1,
A Study on Leveraging Blockchain Technology for IoT Security Enhancement,2018,"S Muzammal, R Murugesan",,2642-7354,10.1109/ICACCAF.2018.8776806,,Oct,,,,NOK1,
Blockchain for AI: Review and Open Research Challenges,2019,"K Salah, M Rehman, N Nizamuddin, A AlFuqaha",,2169-3536,10.1109/ACCESS.2018.2890507,IEEE Access,,,,,NOK1,
Towards a Blockchain-Based Healthcare Information System : Invited Paper,2019,"V Mišić, J Mišić, X Chang",,2377-8644,10.1109/ICCChina.2019.8855911,,Aug,,,,"OK1, NOK2",
A Solution for Secure Multi-Party Certified Electronic Mail Using Blockchain,2020,"M Hinarejos, J FerrerGomila",,2169-3536,10.1109/ACCESS.2020.2998679,IEEE Access,,,,,"OK1, NOK2",
Secured Energy Trading Using Byzantine-Based Blockchain Consensus,2020,"A Sheikh, V Kamuni, A Urooj, S Wagh, N Singh, D Patel",,2169-3536,10.1109/ACCESS.2019.2963325,IEEE Access,,,,,NOK1,
Blockchain and Internet of Things for Modern Business Process in Digital Economy—the State of the Art,2019,"W Viriyasitavat, L Xu, Z Bi, V Pungpapong",,2329-924X,10.1109/TCSS.2019.2919325,IEEE Transactions on Computational Social Systems,Dec,,6,,NOK1,
Blockchain-Based Interoperable Electronic Health Record Sharing Framework,2019,"G Carter, H Shahriar, S Sneha",,0730-3157,10.1109/COMPSAC.2019.10248,,Jul,,,,"OK1, OK2, OK3",
"Machine Learning Adoption in Blockchain-Based Smart Applications: The Challenges, and a Way Forward",2020,"S Tanwar, Q Bhatia, P Patel, A Kumari, P Singh, W Hong",,2169-3536,10.1109/ACCESS.2019.2961372,IEEE Access,,,,,NOK1,
Trading User Data: A Blockchain Based Approach,2019,"T Weber, W Prinz",,,10.1109/IOTSMS48152.2019.8939246,,Oct,,,,NOK1,
Blockchain in Logistics and Supply Chain: A Lean Approach for Designing Real-World Use Cases,2018,"G Perboli, S Musso, M Rosano",,2169-3536,10.1109/ACCESS.2018.2875782,IEEE Access,,,,,NOK1,
Secure Fair and Efficient Data Trading Without Third Party Using Blockchain,2018,"Z Guan, X Shao, Z Wan",,,10.1109/Cybermatics_2018.2018.00239,,July,,,,"OK1, NOK2",
The Approach to Managing Provenance Metadata and Data Access Rights in Distributed Storage Using the Hyperledger Blockchain Platform,2018,"A Demichev, A Kryukov, N Prikhodko",,,10.1109/ISPRAS.2018.00028,,Nov,,,,"OK1, NOK2",
Blockchain AI Framework for Healthcare Records Management: Constrained Goal Model,2018,"Y Wehbe, M Zaabi, D Svetinovic",,,10.1109/TELFOR.2018.8611900,,Nov,,,,NOK1,
"Decentralized Services Computing Paradigm for Blockchain-Based Data Governance: Programmability, Interoperability, and Intelligence",2020,"X Liu, S Sun, G Huang",,1939-1374,10.1109/TSC.2019.2951558,IEEE Transactions on Services Computing,March,,2,,NOK1,
From centralized to decentralized blockchain-based product registration systems: the use case of lighting and appliances,2019,"R Angarita, A Dejous, P Blake",,,10.1109/INFCOMW.2019.8845267,,April,,,,NOK1,
Edge IoT-cloud Framework based on Blockchain,2020,"S Ismail, R Almayouf, S Chehab, S Alghamdi, A Almutairi, B Alasmari, R Altherwy",,,10.1109/ICCIS49240.2020.9257647,,Oct,,,,NOK1,
Research On Mine Data Sharing Scheme Based On Blockchain,2020,"X Qiu, S Ji",,,10.1109/ICCEA50009.2020.00040,,March,,,,NOK1,
Challenge and future trends of distributed measurement systems based on Blockchain technology in the European context,2019,"G Bucci, F Ciancetta, E Fiorucci, A Fioravanti, A Prudenzi, S Mari",,2475-2304,10.1109/AMPS.2019.8897782,,Sep.,,,,NOK1,
A decentralized solution for IoT data trusted exchange based-on blockchain,2017,"Z Huang, X Su, Y Zhang, C Shi, H Zhang, L Xie",,,10.1109/CompComm.2017.8322729,,Dec,,,,"OK1, NOK2",
Towards Blockchain-Based Architecture for Smart Cities Cyber-Security,2020,"A Bekkali, M Boulmalf, M Essaaidi, D majdoubi",,,10.1109/ICEIT48248.2020.9113223,,March,,,,NOK1,
Internet of Blockchains: Techniques and Challenges Ahead,2018,"H Tam Vo, Z Wang, D Karunamoorthy, J Wagner, E Abebe, M Mohania",,,10.1109/Cybermatics_2018.2018.00264,,July,,,,NOK1,
Enabling Automated Transparency for the Market Participation of ESCOs with Blockchain,2018,"J NietoMartin, D Bunn",,1944-9933,10.1109/PESGM.2018.8586109,,Aug,,,,NOK1,
Blockchain Applications for Industry 4.0 and Industrial IoT: A Review,2019,"T Alladi, V Chamola, R Parizi, K Choo",,2169-3536,10.1109/ACCESS.2019.2956748,IEEE Access,,,,,NOK1,
Bis: A Novel Blockchain Based Bank-Tax Interaction System in Smart City,2019,"Z Lu, X Wan, J Yang, J Wu, C Zhang, P Hung, S Huang",,,10.1109/DASC/PiCom/CBDCom/CyberSciTech.2019.00183,,Aug,,,,NOK1,
EMRShare: A Cross-Organizational Medical Data Sharing and Management Framework Using Permissioned Blockchain,2018,"Z Xiao, Z Li, Y Liu, L Feng, W Zhang, T Lertwuthikarn, R Mong Goh",,1521-9097,10.1109/PADSW.2018.8645049,,Dec,,,,"OK1, OK2, OK3",
Blockchain: Solving the privacy and research availability tradeoff for EHR data: A new disruptive technology in health data management,2017,G Magyar,,,10.1109/NC.2017.8263269,,Nov,,,,"OK1, OK2, NOK3",
Blockchain exhumed,2017,"D Patel, J Bothra, V Patel",,,10.1109/ISEASP.2017.7976993,,Jan,,,,NOK1,
Blockchain for Industry 4.0: A Comprehensive Review,2020,"U Bodkhe, S Tanwar, K Parekh, P Khanpara, S Tyagi, N Kumar, M Alazab",,2169-3536,10.1109/ACCESS.2020.2988579,IEEE Access,,,,,NOK1,
"Cybersecurity, Information Assurance, and Big Data Based on Blockchain",2019,"C Alexander, L Wang",,1558-058X,10.1109/SoutheastCon42311.2019.9020582,,April,,,,NOK1,
Research on Distributed Energy Application Mechanism and Key Technologies Based on Hyperledger,2019,"J Song, Y Li, W Song, H Chen, N Li",,,10.1109/APAP47170.2019.9225066,,Oct,,,,NOK1,
A Survey of Blockchain Technology Applied to Smart Cities: Research Issues and Challenges,2019,"J Xie, H Tang, T Huang, F Yu, R Xie, J Liu, Y Liu",,1553-877X,10.1109/COMST.2019.2899617,IEEE Communications Surveys Tutorials,thirdquarter,,3,,NOK1,
"A Review of Intrusion Detection and Blockchain Applications in the Cloud: Approaches, Challenges and Solutions",2020,"O Alkadi, N Moustafa, B Turnbull",,2169-3536,10.1109/ACCESS.2020.2999715,IEEE Access,,,,,NOK1,
Consensus Algorithms in Blockchain Technology: A Survey,2019,"K Sharma, D Jain",,,10.1109/ICCCNT45670.2019.8944509,,July,,,,NOK1,
Application of blockchain technology for electricity supplier change,2020,"J Pemsel, O Warweg, P Bretschneider",,2165-4093,10.1109/EEM49802.2020.9221923,,Sep.,,,,NOK1,
The Role of Blockchain in Supporting Critical National Infrastructure,2019,"S Kendzierskyj, H Jahankhani",,,10.1109/ICGS3.2019.8688026,,Jan,,,,"OK1, NOK2",
Blockchain as a solution to Drone Cybersecurity,2020,A Ossamah,,,10.1109/WF-IoT48130.2020.9221466,,June,,,,NOK1,
How Could Blockchain Transform 6G towards Open Ecosystemic Business Models?,2020,S Yrjölä,,2474-9133,10.1109/ICCWorkshops49005.2020.9145223,,June,,,,NOK1,
PoRCH: A Novel Consensus Mechanism for Blockchain-Enabled Future SCADA Systems in Smart Grids and Industry 4.0,2020,"M Hossain, S Badsha, H Shen",,,10.1109/IEMTRONICS51293.2020.9216438,,Sep.,,,,NOK1,
A Review on Blockchain-Based Strategies for Management of Electronic Health Records (EHRs),2020,"S Ramachandran, O Obu Kiruthika, A Ramasamy, R Vanaja, S Mukherjee",,,10.1109/ICOSEC49089.2020.9215322,,Sep.,,,,NOK1,
Evaluating Suitability of Applying Blockchain,2017,"S Lo, X Xu, Y Chiam, Q Lu",,,10.1109/ICECCS.2017.26,,Nov,,,,"Interesting, NOK1",
Blockchain-Based Solutions to Security and Privacy Issues in the Internet of Things,2018,"Y Yu, Y Li, J Tian, J Liu",,1558-0687,10.1109/MWC.2017.1800116,IEEE Wireless Communications,December,,6,,NOK1,
Pre-Standards Workstream Report: Clinical IoT Data Validation and Interoperability with Blockchain,2019,,,,,Pre-Standards Workstream Report: Clinical IoT Data Validation and Interoperability with Blockchain,June,,,,NOK1,
"Perspectives for e-Residency strenghts, opportunities, weaknesses and threats",2017,"K Korjus, C Vargas Alvarez del Castillo, T Kotka",,,10.1109/ICEDEG.2017.7962530,,April,,,,NOK1,
BCTrust: A decentralized authentication blockchain-based mechanism,2018,"M Hammi, P Bellot, A Serhrouchni",,1558-2612,10.1109/WCNC.2018.8376948,,April,,,,"OK1, NOK2",
A Study of Blockchain’s Architecture and it’s Applications,2018,"D Patel, Y Panchal, R Wankadia, K Samdani",,,10.1109/PUNECON.2018.8745381,,Nov,,,,NOK1,
A Blockchain-Based Traceable IP Copyright Protection Algorithm,2020,"L Xiao, W Huang, Y Xie, W Xiao, K Li",,2169-3536,10.1109/ACCESS.2020.2969990,IEEE Access,,,,,NOK1,
Hyperledger Technology in Public Organizations in Ecuador,2020,"S Toapanta Toapanta, T Prado Quintana, M Maciel Arellano, L Mafla Gallegos",,,10.1109/ICICT50521.2020.00052,,March,,,,"OK1, OK2, NOK3",
Blockchain and Machine Learning for Communications and Networking Systems,2020,"Y Liu, F Yu, X Li, H Ji, V Leung",,1553-877X,10.1109/COMST.2020.2975911,IEEE Communications Surveys Tutorials,Secondquarter,,2,,NOK1,
Scalable Architecture for sharing EHR using the Hyperledger Blockchain,2020,"A Fernandes, V Rocha, A Conceição, F Horita",,,10.1109/ICSA-C50368.2020.00032,,March,,,,"OK1, OK3, OK2",
"Blockchain Technology: Applications, Benefits and Challenges",2019,"N Baygin, M Baygin, M Karakose",,,10.1109/UBMYK48245.2019.8965565,,Nov,,,,NOK1,
Blockchain-Based Open Network in Technology Intermediation,2019,"Y Yue, J Shyu",,,10.1109/TEMS-ISIE46312.2019.9074272,,Oct,,,,NOK1,
On the Applicability of Distributed Ledger Architectures to Peer-to-Peer Energy Trading Framework,2018,"V Nguyen, Y Besanger, Q Tran, M Le",,,10.1109/EEEIC.2018.8494446,,June,,,,NOK1,
CVIN: Connected Vehicle Information Network,2020,"N Prakash, D Michelson, C Feng",,2577-2465,10.1109/VTC2020-Spring48590.2020.9128642,,May,,,,NOK1,
On the Application of Blockchains to Spectrum Management,2019,"M Weiss, K Werbach, D Sicker, C Bastidas",,2332-7731,10.1109/TCCN.2019.2914052,IEEE Transactions on Cognitive Communications and Networking,June,,2,,NOK1,
An Improved Authentication Scheme for Internet of Vehicles Based on Blockchain Technology,2019,"X Wang, P Zeng, N Patterson, F Jiang, R Doss",,2169-3536,10.1109/ACCESS.2019.2909004,IEEE Access,,,,,NOK1,
"DASS-CARE: A Decentralized, Accessible, Scalable, and Secure Healthcare Framework using Blockchain",2019,"J AlKaraki, A Gawanmeh, M Ayache, A Mashaleh",,2376-6506,10.1109/IWCMC.2019.8766714,,June,,,,"OK1, NOK2",
Auto-Generation of Smart Contracts from Domain-Specific Ontologies and Semantic Rules,2018,"O Choudhury, N Rudolph, I Sylla, N Fairoza, A Das",,,10.1109/Cybermatics_2018.2018.00183,,July,,,,"OK1, NOK2",
The Impact of Artificial Intelligence and Blockchain on the Accounting Profession,2020,"Y Zhang, F Xiong, Y Xie, X Fan, H Gu",,2169-3536,10.1109/ACCESS.2020.3000505,IEEE Access,,,,,NOK1,
BAKMP-IoMT: Design of Blockchain Enabled Authenticated Key Management Protocol for Internet of Medical Things Deployment,2020,"N Garg, M Wazid, A Das, D Singh, J Rodrigues, Y Park",,2169-3536,10.1109/ACCESS.2020.2995917,IEEE Access,,,,,NOK1,
ArmChain - A Blockchain Based Sensor Data Communication For the Vehicle as a Mobile Sensor Network,2019,"A Yusuf, D Kurnia Basuki, S Sukaridhoto, Y Pratama, F Bramasta Putra, H Yulianus",,,10.1109/ELECSYM.2019.8901530,,Sep.,,,,NOK1,
A Secured and Trusted Demand Response system based on Blockchain technologies,2018,"A Tsolakis, I Moschos, K Votis, D Ioannidis, T Dimitrios, P Pandey, S Katsikas, E Kotsakis, R GarcíaCastro",,,10.1109/INISTA.2018.8466303,,July,,,,NOK1,
Blockchain for Future Smart Grid: A Comprehensive Survey,2020,"M Mollah, J Zhao, D Niyato, K Lam, X Zhang, A Ghias, L Koh, L Yang",,2327-4662,10.1109/JIOT.2020.2993601,IEEE Internet of Things Journal,,,,,NOK1,
"Integration of Blockchain and Cloud of Things: Architecture, Applications and Challenges",2020,"D Nguyen, P Pathirana, M Ding, A Seneviratne",,1553-877X,10.1109/COMST.2020.3020092,IEEE Communications Surveys Tutorials,Fourthquarter,,4,,NOK1,
Data Privacy-Preserving Automation Architecture for Industrial Data Exchange in Smart Cities,2018,"Z Xiao, X Fu, R Goh",,1941-0050,10.1109/TII.2017.2772826,IEEE Transactions on Industrial Informatics,June,,6,,"OK2, OK1, NOK3",
Utilizing Blockchain to Overcome Cyber Security Concerns in the Internet of Things: A Review,2019,B Alotaibi,,1558-1748,10.1109/JSEN.2019.2935035,IEEE Sensors Journal,Dec,,23,,NOK1,
A Blockchain-based Architecture Framework for Secure Sharing of Personal Health Data,2018,"S Amofa, E Sifah, K Obour Agyekum, S Abla, Q Xia, J Gee, J Gao",,,10.1109/HealthCom.2018.8531160,,Sep.,,,,"OK1, OK2, OK3",
A Hybrid Blockchain Ledger for Supply Chain Visibility,2018,"Z Li, H Wu, B King, Z Ben Miled, J Wassick, J Tazelaar",,,10.1109/ISPDC2018.2018.00025,,June,,,,NOK1,
Revolutionizing healthcare systems of a developing country using Blockchain,2018,"P Upadhyaya, S Kumar Upadhyay, B Subedi, B Subedi, A Gaire",,2473-943X,10.1109/ICCIC.2018.8782417,,Dec,,,,"OK1, NOK2",
Automated Generation of Test Cases for Smart Contract Security Analyzers,2020,"K Kim, J Lee",,2169-3536,10.1109/ACCESS.2020.3039990,IEEE Access,,,,,NOK1,
The Affecting Factors of Blockchain Technology Adoption of Payments Systems in Indonesia Banking Industry,2018,"R Taufiq,  Meyliana, A Hidayanto, H Prabowo",,,10.1109/ICIMTech.2018.8528104,,Sep.,,,,NOK1,
New Technology Architecture and Research Hotspot of Blockchain in 2020,2020,"B Mou, F Liu",,,10.1109/ICPICS50287.2020.9202116,,July,,,,NOK1,
The Blockchain as a Software Connector,2016,"X Xu, C Pautasso, L Zhu, V Gramoli, A Ponomarev, A Tran, S Chen",,,10.1109/WICSA.2016.21,,April,,,,NOK1,
Blockchain based e-voting recording system design,2017,"R Hanifatunnisa, B Rahardjo",,,10.1109/TSSA.2017.8272896,,Oct,,,,"OK1, OK2, NOK3",
A Blockchain-Based Approach To Enable Remote Sensing Trusted Data,2020,"M Pincheira, E Donini, R Giaffreda, M Vecchio",,,10.1109/LAGIRS48042.2020.9165589,,March,,,,NOK1,
Secure and Provenance Enhanced Internet of Health Things Framework: A Blockchain Managed Federated Learning Approach,2020,"M Rahman, M Hossain, M Islam, N Alrajeh, G Muhammad",,2169-3536,10.1109/ACCESS.2020.3037474,IEEE Access,,,,,NOK1,
SEBS: A Secure Element and Blockchain Stratagem for Securing IoT,2019,"V Deshpande, T Das, H Badis, L George",,2150-329X,10.1109/GIIS48668.2019.9044957,,Dec,,,,NOK1,
A Survey on Different Consensus Mechanisms for the Blockchain Technology,2020,"N Ramkumar, G Sudhasadasivam, K Saranya",,,10.1109/ICCSP48568.2020.9182267,,July,,,,NOK1,
Application of Blockchain to Ensure Temper-Proof Data Availability for Energy Supply Chain,2020,"M Rimsan, A Mahmood",,,10.1109/ICCI51257.2020.9247768,,Oct,,,,NOK1,
Blockchain for Managing Heterogeneous Internet of Things: A Perspective Architecture,2020,"L Tseng, L Wong, S Otoum, M Aloqaily, J Othman",,1558-156X,10.1109/MNET.001.1900103,IEEE Network,January,,1,,NOK1,
Metadata and Rights Management for Media Assets Using Blockchain Technology,2020,S Schneider,,2160-2492,10.5594/JMI.2019.2947989,SMPTE Motion Imaging Journal,Jan,,1,,NOK1,
On Developing the Model of Blockchain Technology for Logistic Services in Indonesia,2019,"R Saputra, M Suryanegara",,2572-7621,10.1109/R10-HTC47129.2019.9042452,,Nov,,,,NOK1,
Blockchain Analysis Applied to a Process for the National Public Data System for Ecuador,2020,"S Toapanta Toapanta, L Mafla Gallegos, P Ordoñez Baldeon, F Triviño Triviño",,,10.1109/ICICT50521.2020.00046,,March,,,,"OK1, OK2, NOK3",
Technical Characteristics and Model of Blockchain,2018,"Y Xinyi, Z Yi, Y He",,2472-8489,10.1109/ICCSN.2018.8488289,,July,,,,NOK1,
A Survey on Blockchain-Based Self-Sovereign Patient Identity in Healthcare,2020,"B Houtan, A Hafid, D Makrakis",,2169-3536,10.1109/ACCESS.2020.2994090,IEEE Access,,,,,"OK1, NOK2",
Transform Blockchain into Distributed Parallel Computing Architecture for Precision Medicine,2018,"Z Shae, J Tsai",,2575-8411,10.1109/ICDCS.2018.00129,,July,,,,"OK1, NOK2",
Consortium Blockchain-Based SIFT: Outsourcing Encrypted Feature Extraction in the D2D Network,2018,"X Feng, J Ma, T Feng, Y Miao, X Liu",,2169-3536,10.1109/ACCESS.2018.2869856,IEEE Access,,,,,NOK1,
Health Care Insurance Fraud Detection Using Blockchain,2020,"G Saldamli, V Reddy, K Bojja, M Gururaja, Y Doddaveerappa, L Tawalbeh",,,10.1109/SDS49854.2020.9143900,,April,,,,NOK1,
"Unifying Blockchian and IoT:Security Requirements, Challenges, Applications and Future Trends",2019,"T Sharma, S Satija, B Bhushan",,,10.1109/ICCCIS48478.2019.8974552,,Oct,,,,NOK1,
The Implementation of the Ehealth System and Anticorruption Reforms (Case of EU Countries for Ukraine),2019,"O Dluhopolskyi, T Dluhopolska, A Farion, I Karp, A Zhukovska, N Kryvokulska",,,10.1109/ACITT.2019.8779933,,June,,,,NOK1,
Using Blockchain to Improve Collaborative Business Process Management: Systematic Literature Review,2020,"J GarciaGarcia, N SánchezGómez, D Lizcano, M Escalona, T Wojdyński",,2169-3536,10.1109/ACCESS.2020.3013911,IEEE Access,,,,,NOK1,
A Cloud Data Movement Policy Architecture Based on Smart Contracts and the Ethereum Blockchain,2018,"S Kirkman, R Newman",,,10.1109/IC2E.2018.00071,,April,,,,NOK1,
Link before you share: Managing privacy policies through blockchain,2017,"A Banerjee, K Joshi",,,10.1109/BigData.2017.8258482,,Dec,,,,NOK1,
Blockchain Enabled Traceability – Securing Process Quality in Manufacturing Chains in the Age of Autonomous Driving,2018,"M Kuhn, H Nguyen, H Otten, J Franke",,2159-5119,10.1109/ITMC.2018.8691242,,Nov,,,,NOK1,
BDUA: Blockchain-Based Data Usage Auditing,2018,"N Kaaniche, M Laurent",,2159-6190,10.1109/CLOUD.2018.00087,,July,,,,NOK1,
Bridge the Trustworthiness Gap amongst Multiple Domains: A Practical Blockchain-based Approach,2020,"H Huang, S Zhou, J Lin, K Zhang, S Guo",,1938-1883,10.1109/ICC40277.2020.9148828,,June,,,,NOK1,
Graph Learning BFT: A Design of Consensus System for Distributed Ledgers,2020,"M Oh, S Ha, J Yoon, K Lee, Y Son, H Yeom",,2169-3536,10.1109/ACCESS.2020.3021225,IEEE Access,,,,,NOK1,
Blockchain‐Based Cyber Physical Trust Systems,2020,"A Beckmann, A Milne, J Razafindrakoto, P Kumar, M Breach, N Preining",9781119527961,,10.1002/9781119527978.ch14,,,,,https://ieeexplore.ieee.org/document/9116666,NOK1,
Internet of Things Platform for Transparency and Traceability of Food Supply Chain,2019,"A Haroon, M Basharat, A Khattak, W Ejaz",,2644-3163,10.1109/IEMCON.2019.8936158,,Oct,,,,NOK1,
"A study on data and information integration for conveyancing, cadastre and land registry automation",2016,"A AmadiEchendu, J AmadiEchendu",,,10.1109/PICMET.2016.7806611,,Sep.,,,,"OK1, OK2, NOK3",
Research on Hainan Trusted Digital Infrastructure Construction Framework,2020,"C Shen, K Zhang, K Long",,2379-1276,10.1109/WOCC48579.2020.9114945,,May,,,,NOK1,
Towards a Sustainable Ecosystem of Intelligent Transportation Systems,2019,"L Tseng, L Wong",,,10.1109/PERCOMW.2019.8730669,,March,,,,NOK1,
Permissioned Blockchains and Virtual Nodes for Reinforcing Trust Between Aggregators and Prosumers in Energy Demand Response Scenarios,2019,"C Patsonakis, S Terzi, I Moschos, D Ioannidis, K Votis, D Tzovaras",,,10.1109/EEEIC.2019.8783521,,June,,,,NOK1,
A Decoupled Blockchain Approach for Edge-envisioned IoT-based Healthcare Monitoring,2020,"G Aujla, A Jindal",,1558-0008,10.1109/JSAC.2020.3020655,IEEE Journal on Selected Areas in Communications,,,,,NOK1,
eHealth: Challenges Far Integrating BlockChain within Healthcare,2019,"T Abdullah, A Jones",,,10.1109/ICGS3.2019.8688184,,Jan,,,,NOK1,
Enabling Care Continuity using a Digital Health Wallet,2019,"S Osebe, C Wachira, F Matu, N Bore, D Kaguma, J Mutahi, W Ogallo, C Cintas, S Remy, A Walcott, K Weldemariam",,2575-2634,10.1109/ICHI.2019.8904625,,June,,,,NOK1,
